content,title
https://www.geeksforgeeks.org/amazon-interview-set-118-campus-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 118 (On-Campus for Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-119-campus-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 119 (On-Campus for Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-121-campus-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 121 (On-Campus for SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-120-campus-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 120 (On-Campus for Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-122-campus-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 122 (On-Campus for Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-123-campus-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 123 (On-Campus for Internship)</h1>"
https://www.geeksforgeeks.org/toptalent-exclusive-interview-vivek-ruparel-got-amazon/,"<h1 class=""entry-title"">[TopTalent.in] Exclusive Interview with Vivek Ruparel who got into Amazon</h1>"
https://www.geeksforgeeks.org/amazon-telephonic-interview-questions-sde-1/,"<h1 class=""entry-title"">Amazon telephonic interview questions for SDE 1</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-102/,"<h1 class=""entry-title"">Amazon Interview | Set 102</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-103-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 103 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-104/,"<h1 class=""entry-title"">Amazon Interview | Set 104</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-96-campus-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 96 (On-Campus for Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-98-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 98 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-97-campus-sde1/,"<h1 class=""entry-title"">Amazon Interview | Set 97 (On-Campus for SDE1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-99-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 99 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-100-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 100 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-105-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 105 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-101-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 101 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-106-campus-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 106 (On Campus for Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-107/,"<h1 class=""entry-title"">Amazon Interview | Set 107 (For SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-108-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 108 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-110-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 110 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-109-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 109 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-80/,"<h1 class=""entry-title"">Amazon Interview | Set 80</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-81-for-sde-i/,"<h1 class=""entry-title"">Amazon Interview | Set 81 (For SDE-I)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-82-for-sde-2/,"<h1 class=""entry-title"">Amazon Interview | Set 82 (For SDE-2)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-83/,"<h1 class=""entry-title"">Amazon Interview | Set 83</h1>"
https://www.geeksforgeeks.org/amazons-asked-interview-questions/,"<h1 class=""entry-title"">Amazon’s most asked interview questions</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-85/,"<h1 class=""entry-title"">Amazon Interview | Set 85</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-86/,"<h1 class=""entry-title"">Amazon Interview | Set 86</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-84/,"<h1 class=""entry-title"">Amazon Interview | Set 84</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-86-sde/,"<h1 class=""entry-title"">Amazon Interview | Set 87 (For SDE)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-88/,"<h1 class=""entry-title"">Amazon Interview | Set 88</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-89/,"<h1 class=""entry-title"">Amazon Interview | Set 89</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-90/,"<h1 class=""entry-title"">Amazon Interview | Set 90</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-91/,"<h1 class=""entry-title"">Amazon Interview | Set 91</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-93/,"<h1 class=""entry-title"">Amazon Interview | Set 93</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-95-sde/,"<h1 class=""entry-title"">Amazon Interview | Set 95 (For SDE-I)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-65-off-campus-for-sde-2amazon-interview-set-65-campus-sde/,"<h1 class=""entry-title"">Amazon Interview | Set 65 (Off-Campus for SDE-2)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-66-for-sde/,"<h1 class=""entry-title"">Amazon Interview | Set 66 (For SDE)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-67-for-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 67 (For SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-68-for-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 68 (For SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-69-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 69 (For SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-74/,"<h1 class=""entry-title"">Amazon Interview | Set 74</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-70-on-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 70 (On-Campus For Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-71-sde-2/,"<h1 class=""entry-title"">Amazon Interview | Set 71 (For SDE-2)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-72-campus-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 72 (Off campus for SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-73-for-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 73 (For SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-76-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 76 (For SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-77-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 77 (Off-Campus For SDE-1 / 1.5yrs experienced)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-78-fresher-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 78</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-79-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 79 (For SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-75-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 75 (For SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-52-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 52 (For Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-53-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 53 (For SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-54-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 54 (For Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-54-on-campus-for-sde/,"<h1 class=""entry-title"">Amazon Interview | Set 54 (On Campus for SDE)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-55-on-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 55 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-54-off-campus-for-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 54 (Off-Campus For SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-56-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 56 (Off-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-57/,"<h1 class=""entry-title"">Amazon Interview | Set 57 (Off-Campus for SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-58-campus-software-development-engineer/,"<h1 class=""entry-title"">Amazon Interview | Set 58 (On-campus for Software Development Engineer)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-59-campus-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 59 (Off-campus for SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-60-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 60 (For Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-61-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 61 (For Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-64-campus-sde/,"<h1 class=""entry-title"">Amazon Interview | Set 64 (Off-Campus for SDE)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-39/,"<h1 class=""entry-title"">Amazon Interview | Set 39 (SDE)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-63-sde-1-2/,"<h1 class=""entry-title"">Amazon Interview | Set 63 (For SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-62-for-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 62 (For SDE-1)</h1>"
https://www.geeksforgeeks.org/interview-pradeep-verma-nit-trichy-talks-internship-amazon/,"<h1 class=""entry-title"">[TopTalent.in] Interview with Pradeep Verma from NIT Trichy who talks about his internship at Amazon</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-40-campus-round-1/,"<h1 class=""entry-title"">Amazon Interview | Set 40 (On-Campus Round 1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-41-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 41 (On–campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-45-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 45 (For Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-48-campus-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 48 (On-campus for SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-47-off-campus-for-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 47 (Off-campus for SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-43-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 43 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-44-for-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 44 (For Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-42-on-campus/,"<h1 class=""entry-title"">Amazon Interview | Set 42 (On-Campus)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-46-campus-internship/,"<h1 class=""entry-title"">Amazon Interview | Set 46 (On-campus for Internship)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-49-campus-sde-1/,"<h1 class=""entry-title"">Amazon Interview | Set 49 (On-campus for SDE-1)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-50-campus-sde/,"<h1 class=""entry-title"">Amazon Interview | Set 50 (On-campus for SDE)</h1>"
https://www.geeksforgeeks.org/connect-leaves-doubly-linked-list/,"<h1 class=""entry-title"">Extract Leaves of a Binary Tree in a Doubly Linked List</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-51-campus-sdet/,"<h1 class=""entry-title"">Amazon Interview | Set 51 (On-campus for SDET)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-38/,"<h1 class=""entry-title"">Amazon Interview | Set 38 (SDE-I)</h1>"
https://www.geeksforgeeks.org/google-facebook-amazon-walmart-pocketgems-all-fighting-for-prasoon-mishra/,"<h1 class=""entry-title"">[TopTalent.in] Google, Facebook, Amazon, Walmart &amp; PocketGems, All Fighting For Prasoon Mishra</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-25/,"<h1 class=""entry-title"">Amazon Interview | Set 25</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-27/,"<h1 class=""entry-title"">Amazon Interview | Set 27</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-26/,"<h1 class=""entry-title"">Amazon Interview | Set 26</h1>"
https://www.geeksforgeeks.org/amazon-interview-3/,"<h1 class=""entry-title"">Amazon Interview | Set 28</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-30/,"<h1 class=""entry-title"">Amazon Interview | Set 30</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-29/,"<h1 class=""entry-title"">Amazon Interview | Set 29</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-31/,"<h1 class=""entry-title"">Amazon Interview | Set 31</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-32/,"<h1 class=""entry-title"">Amazon Interview | Set 32</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-33-2/,"<h1 class=""entry-title"">Amazon Interview | Set 33</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-34/,"<h1 class=""entry-title"">Amazon Interview | Set 34</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-36/,"<h1 class=""entry-title"">Amazon Interview | Set 36</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-35/,"<h1 class=""entry-title"">Amazon Interview | Set 35</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-37/,"<h1 class=""entry-title"">Amazon Interview | Set 37</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-14-2/,"<h1 class=""entry-title"">Amazon Interview | Set 14</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-13-2/,"<h1 class=""entry-title"">Amazon Interview | Set 15</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-13/,"<h1 class=""entry-title"">Amazon Interview |  Set 13</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-16/,"<h1 class=""entry-title"">Amazon Interview | Set 16</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-18/,"<h1 class=""entry-title"">Amazon Interview | Set 18</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-20/,"<h1 class=""entry-title"">Amazon Interview | Set 20</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-12/,"<h1 class=""entry-title"">Amazon Interview | Set 12</h1>"
https://www.geeksforgeeks.org/convert-bst-to-a-binary-tree/,"<h1 class=""entry-title"">Convert a BST to a Binary Tree such that sum of all greater keys is added to every key</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-17/,"<h1 class=""entry-title"">Amazon Interview | Set 17</h1>"
https://www.geeksforgeeks.org/toptalent-in-interview-with-sujeet-gholap-placed-in-microsoft-google-samsung-goldman-sachs-tower-research/,"<h1 class=""entry-title"">[TopTalent.in] Interview with Sujeet Gholap, placed in Microsoft, Google, Samsung, Goldman Sachs &amp; Tower Research</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-21/,"<h1 class=""entry-title"">Amazon Interview | Set 21</h1>"
https://www.geeksforgeeks.org/find-a-triplet-that-sum-to-a-given-value/,"<h1 class=""entry-title"">Find a triplet that sum to a given value</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-19/,"<h1 class=""entry-title"">Amazon Interview | Set 19</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-22/,"<h1 class=""entry-title"">Amazon Interview | Set 22</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-23/,"<h1 class=""entry-title"">Amazon Interview | Set 23</h1>"
https://www.geeksforgeeks.org/find-the-largest-subtree-in-a-tree-that-is-also-a-bst/,"<h1 class=""entry-title"">Find the largest BST subtree in a given Binary Tree | Set 1</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-3/,"<h1 class=""entry-title"">Amazon Interview | Set 3</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-24/,"<h1 class=""entry-title"">Amazon Interview | Set 24</h1>"
https://www.geeksforgeeks.org/count-total-set-bits-in-all-numbers-from-1-to-n/,"<h1 class=""entry-title"">Count total set bits in all numbers from 1 to n</h1>"
https://www.geeksforgeeks.org/amazon-interview/,"<h1 class=""entry-title"">Amazon Interview | Set 1</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-2/,"<h1 class=""entry-title"">Amazon Interview | Set 2</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-4-3/,"<h1 class=""entry-title"">Amazon Interview | Set 5</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-4-2/,"<h1 class=""entry-title"">Amazon Interview | Set 4</h1>"
https://www.geeksforgeeks.org/reverse-a-linked-list/,"<h1 class=""entry-title"">Reverse a linked list</h1>"
https://www.geeksforgeeks.org/amazon-interview-2/,"<h1 class=""entry-title"">Amazon Interview | Set 6</h1>"
https://www.geeksforgeeks.org/microsoft-interview-set-7-2/,"<h1 class=""entry-title"">Amazon Interview | Set 7</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-8/,"<h1 class=""entry-title"">Amazon Interview | Set 8</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-8-2/,"<h1 class=""entry-title"">Amazon Interview | Set 9</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-9-answers/,"<h1 class=""entry-title"">Amazon Interview | Set 9 (Answers)</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-10/,"<h1 class=""entry-title"">Amazon Interview | Set 10</h1>"
https://www.geeksforgeeks.org/check-for-children-sum-property-in-a-binary-tree/,"<h1 class=""entry-title"">Check for Children Sum Property in a Binary Tree</h1>"
https://www.geeksforgeeks.org/amazon-interview-set-11/,"<h1 class=""entry-title"">Amazon Interview | Set 11</h1>"
